x,y,psi,u,v,r,n1x,n1y,n2x,n2y,n3x,n3y,n4x,n4y
-0.008458,-0.013818,-0.002727,-0.004515,0.000422,0.001204,0.000000,0.000000,0.000000,-0.009399,0.000000,-0.032267,0.000000,0.042586
-0.007699,-0.013888,-0.003110,-0.004415,0.000465,0.001113,0.000000,0.000000,0.000000,-0.010672,0.000000,-0.033402,0.000000,0.042514
-0.007011,-0.013960,-0.003435,-0.004311,0.000502,0.001017,0.000000,0.000000,0.000000,-0.012020,0.000000,-0.034919,0.000000,0.042283
-0.006257,-0.014049,-0.003766,-0.004207,0.000533,0.000921,0.000000,0.000000,0.000000,-0.012934,0.000000,-0.036310,0.000000,0.041931
-0.005600,-0.014133,-0.004032,-0.004106,0.000554,0.000827,0.000000,0.000000,0.000000,-0.014106,0.000000,-0.037959,0.000000,0.041588
-0.004905,-0.014227,-0.004288,-0.004018,0.000568,0.000740,0.000000,0.000000,0.000000,-0.014729,0.000000,-0.039378,0.000000,0.041213
-0.004275,-0.014317,-0.004499,-0.003923,0.000572,0.000655,0.000000,0.000000,0.000000,-0.015601,0.000000,-0.041033,0.000000,0.040885
-0.003586,-0.014417,-0.004708,-0.003829,0.000565,0.000576,0.000000,0.000000,0.000000,-0.015975,0.000000,-0.042430,0.000000,0.040610
-0.002984,-0.014505,-0.004871,-0.003740,0.000549,0.000505,0.000000,0.000000,0.000000,-0.016523,0.000000,-0.044057,0.000000,0.040422
-0.002348,-0.014596,-0.005025,-0.003666,0.000525,0.000444,0.000000,0.000000,0.000000,-0.016694,0.000000,-0.045280,0.000000,0.040397
-0.001773,-0.014676,-0.005150,-0.003534,0.000483,0.000384,0.000000,0.000000,0.000000,-0.016967,0.000000,-0.046762,0.000000,0.040451
-0.001142,-0.014757,-0.005273,-0.003487,0.000443,0.000341,0.000000,0.000000,0.000000,-0.016592,0.000000,-0.047610,0.000000,0.040752
-0.000592,-0.014823,-0.005371,-0.003398,0.000392,0.000302,0.000000,0.000000,0.000000,-0.016819,0.000000,-0.049142,0.000000,0.041092
-0.000012,-0.014884,-0.005465,-0.003328,0.000336,0.000271,0.000000,0.000000,0.000000,-0.016488,0.000000,-0.049747,0.000000,0.041773
0.000514,-0.014931,-0.005543,-0.003247,0.000274,0.000243,0.000000,0.000000,0.000000,-0.016131,0.000000,-0.050961,0.000000,0.042372
0.001028,-0.014968,-0.005614,-0.003178,0.000213,0.000222,0.000000,0.000000,0.000000,-0.015668,0.000000,-0.051500,0.000000,0.043300
0.001591,-0.014998,-0.005686,-0.003098,0.000144,0.000202,0.000000,0.000000,0.000000,-0.015037,0.000000,-0.052387,0.000000,0.044133
0.002082,-0.015013,-0.005746,-0.003031,0.000080,0.000189,0.000000,0.000000,0.000000,-0.014456,0.000000,-0.052986,0.000000,0.045289
